p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
0.00063306516284841,0.397659197099617,1,1,1,KO,Vcl
0.000634665898572717,-0.235238956159924,1,1,1,KO,Macf1
0.000635258435532878,-1.94591014905531,0.667,1,1,KO,LOC102635190
0.000636306622074499,1.05169536888036,1,1,1,KO,Edn1
0.0006374243711507,0.418942401051646,1,1,1,KO,Gm10221
0.000639313664815632,0.853639766912488,1,1,1,KO,Notch3
0.000641967875858975,0.390197635977376,1,1,1,KO,1110007C09Rik
0.000643341178608274,-0.494055592623015,1,1,1,KO,Ehd3
0.000644519138453911,-0.488774013568322,1,1,1,KO,Phyhip
0.000645764267783828,0.365183800273154,1,1,1,KO,Myl12b
0.000647763013211945,1.47810191037301,1,1,1,KO,Myoz2
0.000648018912919804,-1.99243016469021,0,1,1,KO,Kcnip1
0.000648306522985475,0.749801725395172,1,1,1,KO,Sqle
0.000651312797263077,0.44063356758083,1,1,1,KO,Mvb12b
0.000651438269870832,2.69462718077007,1,0.667,1,KO,Apobec2
0.000651835814870066,0.568345837145112,1,1,1,KO,Plekhb1
0.000652387393147229,0.64473008112157,1,1,1,KO,S1pr3
0.000654467938947727,-1.20397280432594,1,1,1,KO,Oit3
0.000656144817090491,0.417503986826116,1,1,1,KO,Agpat4
0.000657781197114817,0.371613526747746,1,1,1,KO,Lamc1
0.0006610543006774,0.413147604280181,1,1,1,KO,Slc20a2
0.000662528483496751,0.443154629536956,1,1,1,KO,Glod4
0.000664122079967865,0.654285147467898,1,1,1,KO,Meis3
0.000665196588114606,0.551814968299188,1,1,1,KO,Gng7
0.000665911311394765,0.860653651568759,1,1,1,KO,Cobl
0.000666302540693901,-0.342267186944052,1,1,1,KO,Cmtm7
0.000677331413164508,-0.325836181793597,1,1,1,KO,Ghr
0.000680366435237997,-0.328668324528254,1,1,1,KO,Cblb
0.000681586504131276,0.471671130048993,1,1,1,KO,Gas7
0.000685148501401142,-0.440089072674213,1,1,1,KO,Tspyl4
0.000686772960394401,1.20397280432594,1,1,1,KO,Tmem184a
0.000689553481877005,-1.50407739677627,1,1,1,KO,Fam131c
0.00069149913214823,-0.623786052762443,1,1,1,KO,Fcna
0.000692352996957632,0.574950151935529,1,1,1,KO,Cers6
0.000696509284833931,0.393976731101405,1,1,1,KO,Gm8797
0.000699988850970348,1.51787071890861,1,1,1,KO,Asb5
0.000702717174736436,0.728121602831775,1,1,1,KO,Filip1l
0.000708958743827014,0.885831524389446,1,1,1,KO,Prodh
0.000709253455900092,1.22617351430613,1,1,1,KO,3425401B19Rik
0.000711556670367131,0.425903775785439,1,1,1,KO,Pacsin3
0.000712096474624214,0.481814194028342,1,1,1,KO,Pdgfrl
0.000713549876823418,0.451729369265959,1,1,1,KO,Reep3
0.000716659371454908,-0.371281641287074,1,1,1,KO,Slc25a15
0.000719245369051093,0.386374129643335,1,1,1,KO,Acvr1
0.000719308506332112,-0.763351439233194,1,1,1,KO,Igsf6
0.000722967715527853,0.409965013431017,1,1,1,KO,Arf2
0.000724964563968013,0.673344553263766,1,1,1,KO,D430041D05Rik
0.000729363432739012,0.49123192986559,1,1,1,KO,Csgalnact1
0.000729745152192584,-0.554310735705729,1,1,1,KO,Dtnb
0.000735636414372769,-0.31909826868516,1,1,1,KO,Tra2a
0.000738870593166395,-0.576282840420634,1,1,1,KO,Slc14a2
0.000739269121508173,0.949689012276003,1,1,1,KO,Kcne4
0.000743482882589083,0.427549924591919,1,1,1,KO,Mylip
0.000743518255131738,0.576559602308336,1,1,1,KO,Fam198b
0.00074440387461572,-0.286025071244151,1,1,1,KO,Tmem120a
0.000744440714742828,-0.288013143469538,1,1,1,KO,Rnpep
0.000746361298615448,0.658714984138461,1,1,1,KO,Gm14150
0.000751105835291748,0.587254891425083,1,1,1,KO,Gm4737
0.000751214331346653,1.83621123179889,1,1,1,KO,Rasl10b
0.000762063887948329,0.715620036412004,1,1,1,KO,Asphd2
0.000768000371904203,-0.698687360935561,1,1,1,KO,Nmnat3
0.000772476397254825,-1.38629436111989,1,1,1,KO,Alas2
0.00077569468637008,0.912115360463675,1,1,1,KO,Bok
0.000778485880057805,-0.835463402740201,1,1,1,KO,Fam101a
0.00078276893855289,-0.566289895023116,1,1,1,KO,Klf7
0.00078326010349971,0.532234892189671,1,1,1,KO,Afap1l2
0.00079176507240131,-0.342691856383887,1,1,1,KO,Rnf144b
0.000796379699943855,0.512136239943112,1,1,1,KO,Rassf3
0.000796510471452857,0.471628934348161,1,1,1,KO,Vasn
0.000798068318765835,-0.620692101344523,1,1,1,KO,Clec4a1
0.000798495330513351,0.760286483397574,1,1,1,KO,Hspa1b
0.000799052838195673,-0.732367893713227,1,1,1,KO,Prkcb
0.000806240603645211,0.656702693110899,1,1,1,KO,Itga7
0.000808315472160905,0.385011047636011,1,1,1,KO,Sirt2
0.000810487714219328,-0.246660039099792,1,1,1,KO,Add3
0.000814019241857716,0.507880113536234,1,1,1,KO,Vash1
0.000816166425935299,-0.253062107589755,1,1,1,KO,Akt2
0.000819472083373205,0.432093345588016,1,1,1,KO,Cpt1c
0.000821751030986979,-0.209778403026994,1,1,1,KO,Ubr3
0.000822530442457951,0.690656519247494,1,1,1,KO,L1cam
0.00082550250688344,0.57561163902684,1,1,1,KO,Fdft1
0.000828594888594961,0.760588461355478,1,1,1,KO,Thsd7a
0.000830903830594888,-0.243156993410369,1,1,1,KO,Tcf20
0.000836651806812637,-1.76358859226136,0.667,1,1,KO,Kcnd2
0.000837407650305305,-0.530628251062171,1,1,1,KO,Cd86
0.000841443119278005,2.03136073284531,1,1,1,KO,Tnni2
0.000848280110959924,0.338312539768138,1,1,1,KO,Zfand3
0.000849260490154998,-0.337279013591154,1,1,1,KO,Sfxn2
0.000853231092031741,-0.528669386576838,1,1,1,KO,Casp12
0.000854212188420812,0.593774706746742,1,1,1,KO,Serpinb8
0.000854328310029066,0.783434027232046,1,1,1,KO,Palm3
0.000858927717335329,-1.06919840346182,1,1,1,KO,Fam196a
0.000860562492757016,-0.303543976752247,1,1,1,KO,Smcr8
0.000860942063134938,0.370814608229093,1,1,1,KO,Tesk1
0.000861426239922075,0.702115850542706,1,1,1,KO,Card14
0.00086477241815207,0.808077147233922,1,1,1,KO,Hspb1
0.000866135237404632,-0.611957025829932,1,1,1,KO,Slfn2
0.000867801738761929,-0.237369444996284,1,1,1,KO,Rab3il1
0.00086813371120951,1.3468155501461,1,1,1,KO,Myom1
0.000869242675591516,0.706752832615724,1,1,1,KO,Fmn2
0.000872580845993505,-0.498255928544298,1,1,1,KO,Lars2
0.000875105273395646,-0.288265196848735,1,1,1,KO,Rock2
0.000881248280199229,-0.269704060156372,1,1,1,KO,Mthfd2
0.000886064767058975,-0.681382338980359,1,1,1,KO,Mettl24
0.000887062948297523,0.589448623070933,1,1,1,KO,Ugt8a
0.000887798055510305,-0.503758456542898,1,1,1,KO,Nfam1
0.000888823834454152,1.10836846361347,1,1,1,KO,Myom3
0.000889500464395698,0.786093293069389,1,1,1,KO,Gm6517
0.000892530457977132,0.35165630364316,1,1,1,KO,Cic
0.000895597502688225,-0.340627588612857,1,1,1,KO,2610008E11Rik
0.00089841034329519,0.497447497819814,1,1,1,KO,Gm7665
0.000900691885818626,-0.369471505460258,1,1,1,KO,Zbtb34
0.000902074254879571,1.09861228866811,1,1,1,KO,Slc2a6
0.000903807322336397,0.743447919034744,1,1,1,KO,Colec10
0.000906536719474889,-1.94591014905531,0,1,1,KO,Kctd8
0.000912841232040058,1.05711255776136,1,1,1,KO,Myl6b
0.000917165581715824,0.475274639501672,1,1,1,KO,Lrrc8c
0.000924381453668038,0.810930216216328,1,1,1,KO,Cdh5
0.000924742978144844,-0.3342524798829,1,1,1,KO,Birc2
0.000930908316607498,0.53758307293554,1,1,1,KO,Pear1
0.000933447374411308,-1.49617221726916,1,1,1,KO,Creb3l3
0.000934443474771997,0.920364057261791,1,1,1,KO,LOC102637112
0.000934813522630116,0.328180315148104,1,1,1,KO,Rab31
0.000935872701582257,-0.644945078742068,1,1,1,KO,Chic1
0.000951678827678403,0.877240217002282,1,1,1,KO,Adssl1
0.00095609728429176,0.484680343661668,1,1,1,KO,Glipr2
0.000970321891506079,-2.35533565837957,1,1,1,KO,LOC102633532
0.00098386087520702,1.86478460424295,1,0.667,1,KO,Gm10228
0.000986701215236771,0.655619324690933,1,1,1,KO,Tuba1c
0.000987840655256526,-0.222183529297118,1,1,1,KO,Tbl2
0.000992147398443301,-0.422645924854265,1,1,1,KO,Nhsl2
0.000995326986739176,2.09293702315472,1,1,1,KO,Tnnc2
0.000996074958135771,-0.438013569652378,1,1,1,KO,Gm22
0.000998680195482159,-0.291039658146627,1,1,1,KO,Epm2aip1
0.0010012638526131,-0.617223337197248,1,1,1,KO,Slc4a4
0.00100442143031642,0.542158558703335,1,1,1,KO,1810011O10Rik
0.00100757186087449,-0.287824715630113,1,1,1,KO,Prrx1
0.00100923753869487,0.587290510091643,1,1,1,KO,Wibg
0.00101677475015552,-0.391478866133425,1,1,1,KO,Rhobtb1
0.00101776408603128,0.345666294643419,1,1,1,KO,Klhl5
0.00102876929584074,-0.612314305714074,1,1,1,KO,Loxl2
0.00103472003114123,-1.12986483217221,1,1,1,KO,Ccdc116
0.00103553829835716,-1.84582669049833,0,1,1,KO,Gm20751
0.00103867730217382,0.433322062611131,1,1,1,KO,Zfp414
0.00104001698660274,0.53169367806014,1,1,1,KO,Sorbs1
0.00104240971884929,0.626007877722317,1,1,1,KO,Tmem2
0.00104443099287464,1.94591014905531,1,0,1,KO,Trim55
0.00104521296321242,-0.326419310097492,1,1,1,KO,Ccdc93
0.00104945711032904,-0.439873887793707,1,1,1,KO,Twist2
0.00105033543744579,-0.487143139122432,1,1,1,KO,Fermt3
0.00105167795080343,-0.329181803358534,1,1,1,KO,Arsg
0.00105545212224274,-0.672240495740632,1,1,1,KO,Ovgp1
0.00106264569346477,-0.32570946804102,1,1,1,KO,Arhgap42
0.00106549235934241,-1.20397280432594,1,1,1,KO,LOC102633762
0.00106577817544173,-0.240734249323732,1,1,1,KO,Fam160b1
0.00107391181441211,-0.424379479057247,1,1,1,KO,Vps13c
0.00108634278509609,0.352215075297593,1,1,1,KO,Fgfr1
0.00108727507336383,0.525861713659097,1,1,1,KO,Islr2
0.00108767107721066,0.718148482765363,1,1,1,KO,Slc6a1
0.00108818349226818,-0.327261058732439,1,1,1,KO,Fam179b
0.00109925971441514,0.475365572387121,1,1,1,KO,Sdpr
0.00110153154882844,0.721788756523329,1,1,1,KO,Gldn
0.00110200424480225,1.5910887737659,1,1,1,KO,Rspo1
0.00110472597829985,-0.794499674820233,1,1,1,KO,Irf8
0.00110482557451343,0.586890205855082,1,1,1,KO,Kif1a
0.00111018843351593,0.510825623765991,1,1,1,KO,Pdlim1
0.00111245479419509,-0.25030560716266,1,1,1,KO,Ddr2
0.00111487522752193,-0.32051252173479,1,1,1,KO,Cbfa2t3
0.00112140381282444,0.804104251145929,1,1,1,KO,Rtn1
0.00112850117247413,0.448352058893176,1,1,1,KO,Zfp276
0.00113809836278848,0.364132939529005,1,1,1,KO,Fkbp1a
0.00114133323347183,0.382839708590186,1,1,1,KO,Med22
0.00114209901356568,-0.177167510009133,1,1,1,KO,Eif4a2
0.0011421082289605,-1.88706964903238,0.667,1,1,KO,Gm567
0.00114217306375975,1.14624033765736,1,1,1,KO,Alpk3
0.00114780420323654,-0.651598177647073,1,1,1,KO,Cdh23
0.00114992755046139,-0.330722924928065,1,1,1,KO,Dpp4
0.00115487402398007,0.718742727748909,1,1,1,KO,LOC102639232
0.00116016952304061,-0.281836001888357,1,1,1,KO,Dusp7
0.00116549870171737,-0.302699419518734,1,1,1,KO,Rev3l
0.00116631908188497,0.542176153650067,1,1,1,KO,Hspa12a
0.00118474516937007,0.598014920869958,1,1,1,KO,Ngef
0.00118574632523616,0.473012724209397,1,1,1,KO,Gprc5b
0.00118686599558344,-0.6216882165778,1,1,1,KO,Scnn1a
0.00118788348609683,-0.281939357600963,1,1,1,KO,Acap2
0.00118897542328606,-0.45047720689538,1,1,1,KO,Klhdc1
0.00120078553188653,0.985816794522765,1,1,1,KO,Slpi
0.00120267693067126,-0.234492786163646,1,1,1,KO,C1qb
0.00120377799181453,0.441452740874124,1,1,1,KO,Gm13597
0.00121081050838218,-0.322367630439671,1,1,1,KO,Ercc6l2
0.00121222961794626,-0.20556401502883,1,1,1,KO,Mycbp2
0.00121512032269403,0.576613364303993,1,1,1,KO,Tenm4
0.00122299516054083,-0.38559690489144,1,1,1,KO,Pbx1
0.00122523262286665,-0.212773222772096,1,1,1,KO,Zscan26
0.00122644070147585,0.672240495740632,1,1,1,KO,LOC102631979
0.0012278715064557,0.430050583580779,1,1,1,KO,Lrrn4cl
0.00123171639697219,1.46633706879343,1,1,1,KO,Lmtk3
0.00123673972447245,-0.331222880735069,1,1,1,KO,Tnfaip8
0.00124099632129429,0.35706321806514,1,1,1,KO,Mapre3
0.00124329933405764,0.364491565759708,1,1,1,KO,Nsmf
0.00125043492302219,1.52834201877591,1,1,1,KO,Kcng4
0.00125401164233796,-0.36066696520827,1,1,1,KO,Adi1
0.00125955260686276,-0.280091903185106,1,1,1,KO,Prpf40a
0.00126350265715898,0.402751402236569,1,1,1,KO,Xpnpep1
0.00126422852598926,1.01936291701397,1,1,1,KO,Fam83g
0.00126569147337307,-0.354107548433487,1,1,1,KO,Ttc39b
0.00127457707103339,-0.268666806338294,1,1,1,KO,Rpl5
0.00128024766281822,0.550581823870011,1,1,1,KO,Lbp
0.00128356885701876,0.623265815011878,1,1,1,KO,Col28a1
0.00130468827494383,0.483372270720363,1,1,1,KO,Osr2
0.00130628832257451,-0.312560144983337,1,1,1,KO,Prr24
0.00130758237216644,-0.445381715513607,1,1,1,KO,Arhgef5
0.00131438529754989,0.576208383028842,1,1,1,KO,Plaur
0.0013179355746505,-0.735111379658977,1,1,1,KO,Pik3cg
0.00131856095638281,-0.265363549496086,1,1,1,KO,Kdm5b
0.00132197028038307,0.48905182421643,1,1,1,KO,Golm1
0.00132394167695556,2.31363492918063,1,0.667,1,KO,Ampd1
0.00132571386562522,0.426224854613048,1,1,1,KO,Kremen1
0.00133206789176152,-0.222932780947743,1,1,1,KO,Sf3b1
0.00133400569164405,0.526093095896779,1,1,1,KO,Trub2
0.00133565124572116,0.733969175080201,1,1,1,KO,Tbxa2r
0.0013360801652852,0.622700159948264,1,1,1,KO,Emp1
0.00133811566017835,-0.315491351150209,1,1,1,KO,Cpne3
0.00133843879237023,-1.09773778052318,1,1,1,KO,Lifr
0.0013398807841708,-0.723918839226699,1,1,1,KO,Necab3
0.00134034993973652,-0.258457315793287,1,1,1,KO,Gne
0.00134222443493482,-0.730887508542792,1,1,1,KO,Oasl2
0.00134832786734244,-1.17557332980424,1,1,1,KO,Cyp1b1
0.00135545124288769,-0.242782890279948,1,1,1,KO,Gm9294
0.00136848012138682,0.376527653871272,1,1,1,KO,Trp53
0.00137209184405902,0.739864805127405,1,1,1,KO,Micall2
0.00137488938895414,-0.673474414961241,1,1,1,KO,Ms4a4a
0.00138593111296347,0.38121605285485,1,1,1,KO,Sdk1
0.00139740793370038,0.531304155109531,1,1,1,KO,Mcf2l
0.00141582505469581,-0.409318677424154,1,1,1,KO,Rffl
0.00141672132520375,1.81915844341617,1,0.667,1,KO,Lrrc71
0.00142275622053198,0.53289782712149,1,1,1,KO,Fbxl7
0.00143102541666844,-0.276648139446628,1,1,1,KO,Rpl39
0.00143385363082139,0.714653385780909,1,1,1,KO,Mfsd3
0.00143455160017644,0.752739277762191,1,1,1,KO,Rxrg
0.00143636778658633,-0.443384342970458,1,1,1,KO,Dnhd1
0.00143763982972796,0.649975008694737,1,1,1,KO,Gm16385
0.00144924657347377,-0.24067603007585,1,1,1,KO,Chd2
0.00145033049233275,-0.252435887270156,1,1,1,KO,Appl2
0.00147847476966089,0.341787794501702,1,1,1,KO,Dynlrb1
0.0014807182201592,0.461212024844102,1,1,1,KO,Bak1
0.00148085220786561,1.06359120097402,1,1,1,KO,Cmya5
0.00148286049205382,0.749766074559453,1,1,1,KO,Lrrn3
0.00150029823484715,-0.242454496227297,1,1,1,KO,LOC102638850
0.00150099868941335,-0.221314468393946,1,1,1,KO,Xiap
0.00150312540309951,-0.387997415067773,1,1,1,KO,Fcer1g
0.00150577102001505,0.499729809510936,1,1,1,KO,Cyp4f16
0.00151969116473628,1.04480958267513,1,1,1,KO,Serpinb6b
0.00152472537913074,-0.33723588690651,1,1,1,KO,Ctss
0.00152549422490992,0.554755056734978,1,1,1,KO,Col27a1
0.00153009975297781,0.480245123297933,1,1,1,KO,Mboat1
0.00155476157749548,1.71765149707433,1,1,1,KO,Best3
0.00155652206983221,0.589407410799852,1,1,1,KO,C1ra
0.00156298498031039,-0.51738302431215,1,1,1,KO,Omd
0.00156529905047499,0.39953037258835,1,1,1,KO,Atf6b
0.00157190756222954,0.773189888233482,1,1,1,KO,Hcn1
0.00157216928340775,-0.224805933542289,1,1,1,KO,Tpt1-ps3
0.0015748370498348,2.26658287912141,1,1,1,KO,Ckm
0.00158369892264908,0.736569342010224,1,1,1,KO,Mfsd2a
0.00158888577911715,-0.443633743310642,1,1,1,KO,Fcgr2b
0.00158895017512299,-0.20942141023739,1,1,1,KO,Rcn2
0.00159700918315822,-1.06087196068526,1,1,1,KO,LOC102634466
0.0015972932315028,2.29253475714054,1,1,1,KO,Tmem254c
0.00160085359042462,-0.359604633534211,1,1,1,KO,4932438A13Rik
0.00160168004034144,-0.187156976295428,1,1,1,KO,Vps26b
0.00160592033373865,0.757685701697517,1,1,1,KO,Sox9
0.00160809235746453,0.763279004334028,1,1,1,KO,Dsp
0.0016083519006455,-0.267964331196143,1,1,1,KO,Ube2e2
0.00161131832064058,1.69167601067107,1,0.667,1,KO,Hrasls
0.00162018838716064,-1.05314991459135,1,1,1,KO,Pdzd7
0.00162112919526164,-0.591364486250003,1,1,1,KO,Abcb7
0.00163363577256666,0.412587184182577,1,1,1,KO,Eif1a
0.00164504652345381,0.758661787670572,1,1,1,KO,Gm17971
0.00165227858320748,-0.280301965154159,1,1,1,KO,Rapgef2
0.00166153018691213,-1.79175946922806,0,1,1,KO,9430021M05Rik
0.00166781677859503,1.33750419695046,1,1,1,KO,Ankrd2
0.00167399989760913,-0.671485683778766,1,1,1,KO,Gm5454
0.00167482845566325,-0.473183282163115,1,1,1,KO,Dock2
0.00167928865170586,0.546543706368071,1,1,1,KO,Aen
0.00168235659511001,0.493840077400247,1,1,1,KO,Fam83d
0.0016836906765809,-0.545511181753881,1,1,1,KO,Tuft1
0.00168771138481366,0.738609554636702,1,1,1,KO,Serpinb1a
0.00169385336560021,-1.85629799036563,0.667,1,1,KO,LOC102633188
0.00170937389780733,0.772584011207981,1,1,1,KO,Fam212b
0.00171048737235576,-0.813106495638925,1,1,1,KO,Ctf1
0.00171419378766053,0.491963006267514,1,1,1,KO,Bcl6
0.00172324559440035,1.58412010444981,1,1,1,KO,P2rx6
0.0017242786662547,0.690994327198844,1,1,1,KO,Myh14
0.00172457609384042,0.600889889900546,1,1,1,KO,Fam13c
0.00173206772610153,-1.32175583998232,1,1,1,KO,Kcng1
0.00173623620626212,0.558602103104577,1,1,1,KO,Ppp1r13l
0.00173687778450515,-0.206090343289651,1,1,1,KO,Sept9
0.00173857266158433,0.362547862364785,1,1,1,KO,Lama2
0.00174497164961764,-0.196656640900309,1,1,1,KO,Dnajc1
0.00175360113521215,0.421003711535944,1,1,1,KO,Scamp5
0.0017541814364276,-0.287138446453071,1,1,1,KO,Dhx36
0.00175869863294852,0.351571521634739,1,1,1,KO,Hras1
0.00176379166258711,0.345869398822053,1,1,1,KO,Rpl28-ps1
0.00176630606299345,-0.338477584886824,1,1,1,KO,Pld4
0.00176656512049992,-0.378653850657508,1,1,1,KO,Madd
0.00177085531925291,-0.391933101889588,1,1,1,KO,Gm17296
0.00178242341226588,-0.240650504243707,1,1,1,KO,Gabpb2
0.00178721300490869,-0.394993808240868,1,1,1,KO,Myc
0.00178853548678884,-1.26851132546351,1,1,1,KO,Hs6st2
0.00179053472882419,-0.472517245986052,1,1,1,KO,Hoxa11
0.001793122713399,0.640595685233516,1,1,1,KO,H2-DMa
0.00179942316465869,0.372353904262252,1,1,1,KO,Col14a1
0.00180179843105615,1.27296567581289,1,1,1,KO,Dnph1
0.00181040218885132,-0.389747692212755,1,1,1,KO,Gfpt1
0.00181638088961996,-0.207754813778777,1,1,1,KO,Gm10073
0.00182038224974637,0.778046624346432,1,1,1,KO,Mex3b
0.00182356646655181,0.491777428795296,1,1,1,KO,4930523C07Rik
0.00182965310895973,-0.30498435117488,1,1,1,KO,Cotl1
0.00183517354922679,-0.283471539915437,1,1,1,KO,Lgals3bp
0.0018369698240274,0.485349198920396,1,1,1,KO,Iqgap2
0.00183900692028952,1.02036009176836,1,1,1,KO,Ablim3
0.00183905547380608,1.11240561080045,1,1,1,KO,Tuba8
0.00184659052779776,0.564024318220189,1,1,1,KO,Mief2
0.00184806744692913,-0.490022496136228,1,1,1,KO,Stag3
0.0018490936865869,0.522669607445258,1,1,1,KO,St6gal1
0.0018494455108127,0.429370628961719,1,1,1,KO,B4galt5
0.0018579383455031,-1.00625929477318,1,1,1,KO,Fndc5
0.00185855686295248,0.602844522486242,1,1,1,KO,Gng2
0.00186528946494104,0.636063793917391,1,1,1,KO,Egfl8
0.00186872541151537,0.399765023091984,1,1,1,KO,Anxa2
0.00187790291682169,0.3664291963599,1,1,1,KO,Btbd3
0.00187994044701784,1.25276296849537,1,1,1,KO,Unc45b
0.00189649866520923,-0.192915592538517,1,1,1,KO,Rdx
0.00190006494236716,0.583436940775654,1,1,1,KO,Kank4
0.00190503739606105,0.44129612763509,1,1,1,KO,Kif3c
0.00191482199846264,0.464305608131098,1,1,1,KO,Dusp16
0.00191665640220284,2.27024971235111,1,1,1,KO,Myh7
0.0019167278313127,-0.186464800365289,1,1,1,KO,Prpf4b
0.00192126566316351,-0.298264181782318,1,1,1,KO,Gm3379
0.00192817369554806,-0.385799928410305,1,1,1,KO,Alg6
0.00193882912614333,0.705673440379125,1,1,1,KO,H2-DMb1
0.00194335122020614,0.496240132747098,1,1,1,KO,Rnf5
0.00194398929402927,0.471109212553485,1,1,1,KO,Mex3d
0.00195107882893322,-0.483858724577788,1,1,1,KO,Dixdc1
0.00195560919110779,0.513232363796555,1,1,1,KO,Tnfaip6
0.00196951611166821,-0.402691181225439,1,1,1,KO,Eml4
0.001974333808262,-0.2998773455456,1,1,1,KO,Rreb1
0.0019769593835831,0.330896412610656,1,1,1,KO,Cap1
0.00197852675977197,0.569533224592768,1,1,1,KO,Shroom2
0.00198452650743622,0.351728346471364,1,1,1,KO,Pfkm
0.00199386501927035,-0.245759766065517,1,1,1,KO,Cep170
0.00199747038803106,-0.22551603166784,1,1,1,KO,Trp53bp2
0.00199825502517727,0.629325248489225,1,1,1,KO,Aqp5
0.00199939342308097,0.380111637421708,1,1,1,KO,C1qtnf5
0.00200075151936396,0.316881227144043,1,1,1,KO,Rnf44
0.00201212663167399,0.629268507681221,1,1,1,KO,Plxdc1
0.00201865532820385,0.688032079893175,1,1,1,KO,Mir24-1
0.00203500319264558,-0.190092256401875,1,1,1,KO,Mknk1
0.00203656650480613,0.528426819242999,1,1,1,KO,Scn3b
0.00204276074074202,0.376993434026852,1,1,1,KO,Zfp335
0.00204862125623767,-0.616849426509299,1,1,1,KO,Phlda1
0.00206080480100838,0.441470104949588,1,1,1,KO,Rps6ka2
0.00206217479163368,-0.252722879217964,1,1,1,KO,Yeats2
0.00206990444239819,-0.240912566192283,1,1,1,KO,Myo9a
0.00207039942892416,0.344256800298214,1,1,1,KO,Degs1
0.00207071974848787,-0.405465108108164,1,1,1,KO,C3ar1
0.00207091826839591,-2.45100509811232,1,1,1,KO,Scin
0.00207100051359301,0.360590264559136,1,1,1,KO,Clstn1
0.00207162759459367,0.85893943540269,1,1,1,KO,Slc9a5
0.00207489221464447,-0.924081533661924,1,1,1,KO,Galnt5
0.00207668723809226,0.419402615951946,1,1,1,KO,Anxa11
0.00208346051657016,-0.46527548804979,1,1,1,KO,Echdc3
0.00209025223625597,1.56563528977571,1,1,1,KO,Txlnb
0.00209036001218694,1.58412010444981,1,1,1,KO,LOC102635004
0.00210980138340413,0.473409732554218,1,1,1,KO,Fam188a
0.00211364977125093,-0.244766015327375,1,1,1,KO,Pf4
0.00213304151285279,0.3439870331237,1,1,1,KO,Letm1
0.00213785727905429,-0.447413446066199,1,1,1,KO,Abca1
0.00214278770799238,-0.456058181535328,1,1,1,KO,Car9
0.00214474423555788,0.408333753947112,1,1,1,KO,Nid2
0.00214542028351949,-0.551817713175304,1,1,1,KO,Rn18s-rs5
0.00215103483627177,-0.448950220047903,1,1,1,KO,Sec24a
0.00215372540202923,-1.36687627526279,1,1,1,KO,Gm13929
0.00215416072797506,0.941426705145697,1,1,1,KO,Muc1
0.00215654240583856,0.47649840670168,1,1,1,KO,Lamb1
0.00215759093123096,-0.204717569367841,1,1,1,KO,Klhl9
0.0021613011432273,-1.27629346590556,1,1,1,KO,Wnt4
0.0021802100219147,-0.304195318012949,1,1,1,KO,Ube4a
0.00218600034974193,-1.67397643357167,1,1,1,KO,Lhfpl1
0.00219000315569069,0.892760234463961,1,1,1,KO,Dgkh
0.00219157523233289,0.416309521122293,1,1,1,KO,Nubp2
0.00219168977318252,-0.727048732235627,1,1,1,KO,Ppargc1a
0.00219573932629407,-0.487295126355797,1,1,1,KO,Fgd2
0.00220020688843631,1.39341182888875,1,1,1,KO,Heyl
0.00222077576636942,0.471697929542129,1,1,1,KO,Tbcb
0.00222177087741728,0.936769263217696,1,1,1,KO,Mmrn2
0.00222417633978004,0.745790914045367,1,1,1,KO,Abhd3
0.00222995205134413,0.591364486250003,1,1,1,KO,Stx1a
0.00223106977079599,0.368920237530091,1,1,1,KO,Wars
0.00223786031036739,1.76358859226136,1,0.667,1,KO,Nctc1
0.00224061471549992,0.711362620451286,1,1,1,KO,Egfl7
0.00224199605374663,-0.176428303254496,1,1,1,KO,Eif3a
0.00224719954275052,-0.193645484755331,1,1,1,KO,Ttc3
0.00226269421114234,-0.439510949517882,1,1,1,KO,Nqo1
0.00226602411869625,1.29928298413026,1,1,1,KO,Rimkla
0.00227044004274513,-0.336832013563392,1,1,1,KO,Tmem154
0.00227161869432696,-0.54654370636807,1,1,1,KO,Rhpn2
0.00227301979708351,0.420396623238289,1,1,1,KO,Trp53inp2
0.00228353231019421,-0.328504066972037,1,1,1,KO,Ccdc117
0.0022844703721003,-0.308123881616958,1,1,1,KO,Rcbtb2
0.00228779092575092,1.6376087894008,1,0.667,1,KO,Kcnh3
0.00228814005403416,-0.275796978902225,1,1,1,KO,Def6
0.0022891311854906,-0.330041346290923,1,1,1,KO,Grb14
0.0022980882605788,-0.194000521658101,1,1,1,KO,Wwp1
0.00230535801843133,0.709786499563911,1,1,1,KO,Rhpn1
0.00231543326011767,-1.99362562209498,1,1,1,KO,Zcchc12
0.00231899931913488,-0.206496966888023,1,1,1,KO,Cog1
0.00232604852150537,0.454486780555051,1,1,1,KO,Rab15
0.00232748350000149,0.381922567366062,1,1,1,KO,Tmem63b
0.00234077481758514,-0.325119599523911,1,1,1,KO,Gm53
0.00234500863414269,-0.439789850649238,1,1,1,KO,Ptgfr
0.0023671174407402,0.452593347588175,1,1,1,KO,Marveld1
0.00236810449479327,1.58412010444981,1,1,1,KO,5430431A17Rik
0.00238523831387093,0.793565928306993,1,1,1,KO,Nrxn2
0.0023924155415779,0.337473620971379,1,1,1,KO,Fam129b
0.00239617679936716,0.780745239877931,1,1,1,KO,Ubash3b
0.00240108755792926,0.382384995519668,1,1,1,KO,Sh3gl1
