p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.4282042636503e-10,0.659713448314498,1,1,6.18482331205151e-06,KO,Plce1
3.67694941684156e-10,0.643509199468173,1,1,6.63358444292385e-06,KO,Lynx1
3.74695607570563e-10,0.853744903094178,1,1,6.75988345618052e-06,KO,Thbs2
3.9250834277446e-10,0.754447706423742,1,1,7.08124301199404e-06,KO,Bace2
3.97780371834362e-10,-1.53733461853276,1,1,7.17635568826373e-06,KO,Smoc1
4.07531424160589e-10,1.1103083284313,1,1,7.35227442328118e-06,KO,Plin4
4.11742781650636e-10,0.81855676044788,1,1,7.42825152375912e-06,KO,Fzd1
4.14101763339377e-10,0.722322669693877,1,1,7.4708099124057e-06,KO,Npnt
4.27244353606159e-10,-0.730498592640953,1,1,7.70791538340872e-06,KO,Me3
4.82504729316837e-10,0.663216514313757,1,1,8.70486782160506e-06,KO,D630003M21Rik
5.10380305263182e-10,-1.43210389715118,1,1,9.20777108725306e-06,KO,Angpt1
6.67463820901947e-10,-0.921425287226101,1,1,1.2041714792892e-05,KO,Nedd4l
6.93318764007741e-10,-0.626036049513903,1,1,1.25081638214637e-05,KO,Slc29a3
6.96251761443659e-10,1.0929657462799,1,1,1.25610780282051e-05,KO,Cdc42ep3
7.31404994396361e-10,0.708064267263183,1,1,1.31952775039048e-05,KO,Itga11
8.14086089873286e-10,0.735420403696048,1,1,1.4686927147404e-05,KO,Aspn
1.05027708511826e-09,0.741690867301354,1,1,1.89480488926185e-05,KO,Mras
1.08451430286878e-09,0.753350542804047,1,1,1.95657225380556e-05,KO,Chst15
1.15805907441947e-09,0.66758279385415,1,1,2.08925437616017e-05,KO,Fhl1
1.17614760795933e-09,-0.492800057338119,1,1,2.12188789951943e-05,KO,Map1b
1.19807911165609e-09,-0.612639507982881,1,1,2.16145452533875e-05,KO,F13a1
1.23368022834802e-09,0.610935846769085,1,1,2.22568249996266e-05,KO,Adam9
1.24150705213622e-09,0.840329191071111,1,1,2.23980287275896e-05,KO,Lmcd1
1.2607436198917e-09,-0.862521750987838,1,1,2.27450756464661e-05,KO,Dlgap1
1.29041679378039e-09,0.540716561358877,1,1,2.3280409376592e-05,KO,Fbln5
1.35256079252643e-09,0.746888370053207,1,1,2.44015492579693e-05,KO,Cryab
1.48212521805544e-09,-0.887649155910771,1,1,2.67390210589382e-05,KO,Phactr1
1.51424724334123e-09,1.07391967607774,1,1,2.73185345171191e-05,KO,C1rl
1.59807591388021e-09,-0.830644686189412,1,1,2.88308875623128e-05,KO,Tbc1d4
1.59899446742732e-09,0.763122370397007,1,1,2.88474591868563e-05,KO,Sept11
1.74257346022633e-09,0.931720673542262,1,1,3.14377677959433e-05,KO,Hepacam
1.74271038174126e-09,1.16643488500687,1,1,3.14402379969941e-05,KO,Podn
1.74739753803476e-09,0.847297860387203,1,1,3.15247989836851e-05,KO,Stard10
1.83912488219438e-09,-0.853602914430337,1,1,3.31796519996688e-05,KO,Glce
1.84231840980957e-09,-2.6548056865834,0.667,1,3.32372664313744e-05,KO,Rnf182
1.89065152585077e-09,-1.56608747156049,1,1,3.41092441778738e-05,KO,Greb1l
1.9313641967813e-09,0.692061993258658,1,1,3.48437414741315e-05,KO,Got1
2.18629306052961e-09,-0.890648301260818,1,1,3.94429131050147e-05,KO,Ptprt
2.70629030162443e-09,-0.701391250335028,1,1,4.88241833316064e-05,KO,Emr1
2.95763264117801e-09,-0.898160939554721,1,1,5.33586504794924e-05,KO,Myo7a
3.01409880605901e-09,0.663554295435137,1,1,5.43773565601105e-05,KO,Rgl1
3.73374836263357e-09,0.761549907444346,1,1,6.73605542102723e-05,KO,Olfm1
3.9192020968106e-09,0.741299444311336,1,1,7.070632502856e-05,KO,Ecm1
3.95530397047545e-09,-1.4221038138166,1,1,7.13576389313476e-05,KO,Calml4
4.33099736344736e-09,0.606726833570925,1,1,7.81355234339538e-05,KO,Gpc3
4.44596739237031e-09,-0.658503789087631,1,1,8.02096977257528e-05,KO,Nckap1l
4.6125548144089e-09,1.2436025990967,1,1,8.3215101406751e-05,KO,Osbp2
4.72478142981311e-09,0.542606118672166,1,1,8.52397817752584e-05,KO,Pcsk6
4.83709891511396e-09,-0.490456078308886,1,1,8.72661015275709e-05,KO,Rora
4.92764038234451e-09,0.764580178272274,1,1,8.88995601378772e-05,KO,Col4a1
5.06259240147902e-09,0.790467648985463,1,1,9.13342295150831e-05,KO,Gpr64
5.13652672269429e-09,0.954600698152098,1,1,9.26680786041276e-05,KO,Dusp14
5.84677755928211e-09,0.628708905024182,1,1,0.000105481713947009,KO,Pdp1
5.8714680168792e-09,-1.16396746971224,1,1,0.000105927154492518,KO,Slc38a4
6.15565193017776e-09,0.91474871152234,1,1,0.000111054116472337,KO,Nr4a2
6.24339995882833e-09,0.775518177993073,1,1,0.000112637178657222,KO,Nuak1
6.66702971787656e-09,-1.07473055666472,1,1,0.000120279883140211,KO,Gm4980
6.75385493094839e-09,-0.79664006406524,1,1,0.00012184629680924,KO,Dusp1
7.22846731826916e-09,1.06514713237356,1,1,0.000130408778888894,KO,Hspb7
7.69152666065396e-09,1.22595171104471,1,1,0.000138762832484858,KO,Zfp385b
7.69405120239491e-09,0.613429095515456,1,1,0.000138808377742407,KO,Stat5b
8.1343117990251e-09,-0.46738965066806,1,1,0.000146751119166212,KO,Arrb1
8.19466655628661e-09,0.980829253011726,1,1,0.000147839979341967,KO,P4ha2
8.27155079347212e-09,1.01480433139602,1,1,0.00014922704786503,KO,Lmo1
8.74707141595027e-09,0.587492676953508,1,1,0.000157805915415159,KO,Flnc
9.54852644928332e-09,-0.50070839156835,1,1,0.00017226496567152,KO,Lphn2
9.6729185183256e-09,-0.569331339721519,1,1,0.000174509122989112,KO,Jam2
1.10212509496404e-08,-0.683879273629164,1,1,0.000198834388382462,KO,Gm7694
1.10730377325577e-08,0.586574147848282,1,1,0.000199768673733074,KO,Nedd9
1.15170915341625e-08,0.582991027539719,1,1,0.000207779848367825,KO,Actg1
1.162354952463e-08,0.722848748166855,1,1,0.000209700456973851,KO,Mfap5
1.30944399468952e-08,0.636457370289959,1,1,0.000236236791081937,KO,Rassf2
1.31813804127927e-08,-0.564491467998907,1,1,0.000237805284027193,KO,Uggt1
1.34128519391174e-08,0.780742012452561,1,1,0.000241981261833616,KO,Itm2a
1.37312326397088e-08,-0.575182547939364,1,1,0.000247725168052986,KO,Ltbp1
1.44333822867668e-08,1.21830262988076,1,1,0.000260392649835559,KO,Krtdap
1.45610593910241e-08,-3.3322045101752,0,1,0.000262696072473465,KO,9630015K15Rik
1.47190536516178e-08,1.988927534139,1,1,0.000265546446928836,KO,Hrc
1.50368878001312e-08,-0.802827959365574,1,1,0.000271280492802168,KO,Pdgfc
1.54122106997045e-08,-0.376657085532147,1,1,0.000278051693233368,KO,Csf1r
1.54923947289808e-08,-0.728696807190186,1,1,0.000279498293305542,KO,Samd9l
1.56560643346036e-08,2.23569085816402,1,1,0.000282451056660584,KO,Cox6a2
1.63519014326295e-08,-0.635203383376876,1,1,0.000295004653746069,KO,Cgnl1
1.8121044716117e-08,1.11537914852518,1,1,0.000326921767723467,KO,Pkn3
1.84435257735689e-08,-0.360981828628506,1,1,0.000332739648480956,KO,Nrp2
1.85059783940484e-08,0.657893844679273,1,1,0.000333866356207027,KO,Cd55
1.86868402298176e-08,1.03461562611871,1,1,0.00033712928458614,KO,Sh3rf2
1.88177110877007e-08,1.68033373406714,1,1,0.000339490325733208,KO,Tspan11
1.88247338907968e-08,-0.567361760050078,1,1,0.000339617024123865,KO,Epb4.1
1.91251247192928e-08,-0.544285519484478,1,1,0.000345036375060761,KO,Nceh1
2.01298266188424e-08,-2.09848973665053,1,1,0.000363162202030536,KO,Cck
2.08894440919206e-08,0.718585068670572,1,1,0.000376866460862339,KO,Pmepa1
2.43525666203757e-08,1.62186043243266,1,1,0.000439344654398197,KO,Rgs7bp
2.48128842612804e-08,0.899288167451415,1,1,0.000447649244957759,KO,Ctgf
2.53244440189196e-08,0.756077508029146,1,1,0.000456878294545328,KO,Ddah1
2.62599097073307e-08,0.702175066439654,1,1,0.000473755031029952,KO,Emilin2
2.62859926379086e-08,-0.571165783666079,1,1,0.000474225593180509,KO,Epha3
2.65541942120528e-08,-0.609510285060345,1,1,0.000479064217779644,KO,Pknox2
2.71890267644324e-08,0.613115281301841,1,1,0.000490517231857124,KO,Myadm
2.74521801688347e-08,-0.51559037369763,1,1,0.000495264782425947,KO,Kctd15
2.8319647735926e-08,-0.504759747281022,1,1,0.000510914764803842,KO,Pdk1
2.85700299515505e-08,0.692264957300254,1,1,0.000515431910355923,KO,Ppp1r14b
3.33199565683816e-08,0.805703287969436,1,1,0.000601125336450173,KO,Pllp
3.69925278348805e-08,0.710965023876739,1,1,0.00066738219466908,KO,Pde8a
3.82892250766713e-08,-0.810930216216328,1,1,0.000690775909608226,KO,Zfp618
3.92433594093862e-08,0.521723034869209,1,1,0.000707989447104736,KO,Msn
4.08086463298492e-08,-0.713568310623422,1,1,0.00073622878843681,KO,Dclk2
4.28484693680138e-08,-1.14862270924277,1,1,0.000773029235868337,KO,Tbxas1
4.32628927040897e-08,0.899682995474494,1,1,0.000780505847274483,KO,Galr2
4.56576409592984e-08,1.02372701371583,1,1,0.000823709500546703,KO,F2r
4.59306786463482e-08,0.658974691868334,1,1,0.000828635373458767,KO,Ogn
5.12407927577361e-08,0.785926335431942,1,1,0.000924435142142317,KO,Crip1
5.21178762869769e-08,-0.48251089859813,1,1,0.000940258606093351,KO,Hipk2
5.88205616794145e-08,-0.70094956084413,1,1,0.00106118175325832,KO,Colq
5.89924739090024e-08,0.587482759718196,1,1,0.00106428322179231,KO,Atp10a
6.84226991388312e-08,-1.78190717278504,1,1,0.00123441391516365,KO,Clec3a
6.89526675332302e-08,-0.750011939442356,1,1,0.00124397507496701,KO,Cpz
7.14098524278219e-08,-1.13873228245754,1,1,0.00128830514765034,KO,Tfcp2l1
7.20702086987212e-08,-0.556931222564754,1,1,0.00130021863513363,KO,Cdon
7.98543247189838e-08,0.955064117800116,1,1,0.00144065187225519,KO,Wdr66
8.25608017397934e-08,-1.84811240577919,0.667,1,0.00148947942418761,KO,Rp1
8.39793566981663e-08,0.858543909661831,1,1,0.00151507157419162,KO,Eno3
9.01653695109893e-08,0.667425141619535,1,1,0.00162667343134776,KO,Polr1a
9.04071945362642e-08,0.678734044235072,1,1,0.00163103619662874,KO,Ldlrad3
9.09334141132533e-08,-0.5316010729301,1,1,0.0016405297240172,KO,Bmpr1b
